Obs_ID,Date,Year,Month,Month_Name,Day_of_Week,Ticker,Company,Sector,Market_Cap_Category,Open,High,Low,Close,Volume,VWAP,Price_Range,Daily_Return_Pct,Beta,RSI,MA_20,MA_50,BB_Signal,PE_Ratio,Market_Cap_Billions,Dividend_Yield,Market_Regime,Trading_Signal,Price_Up
3637,2022-05-26,2022,05,May,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,110.94,113.05,110.86,111.72,6674573,112.08,2.19,0.6994,0.9,58.21,110.83,118.24,Above,17.82,915.85,0.599,Bear,Buy,1
3638,2022-05-26,2022,05,May,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,255.97,262.08,255.88,260.52,6377341,259.78,6.2,1.7771,0.7,55.79,264.71,253.7,Below,19.67,2182.15,1.51,Bear,Strong Buy,1
3639,2022-05-26,2022,05,May,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.11,49.4,48.0,48.91,7635522,48.71,1.4,1.6651,0.7,53.37,48.89,48.43,Above,27.05,428.65,1.6164,Bear,Strong Buy,1
3640,2022-05-26,2022,05,May,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,146.59,147.03,145.51,146.19,5572087,146.12,1.52,-0.2743,0.6,47.37,144.26,147.96,Above,35.84,1226.42,0.7336,Bear,Hold,0
3641,2022-05-27,2022,05,May,Friday,AAPL,Apple Inc.,Technology,Large Cap,190.21,190.58,188.34,188.91,2520727,189.58,2.24,-0.6843,1.3,51.52,191.81,191.2,Below,21.21,1455.8,0.8014,Bear,Sell,0
3642,2022-05-27,2022,05,May,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,313.36,315.05,311.7,314.06,4888795,313.48,3.35,0.2239,1.3,46.11,314.46,316.66,Below,35.72,2835.04,0.5846,Bear,Hold,1
3643,2022-05-27,2022,05,May,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,6946.63,6961.17,6910.83,6956.39,5370732,6938.33,50.34,0.1405,1.3,46.72,6901.06,7123.09,Above,26.81,59706.13,0.3372,Bear,Hold,1
3644,2022-05-27,2022,05,May,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3088.25,3105.06,3080.55,3086.81,5386375,3079.05,24.51,-0.0468,1.2,39.06,3058.35,3132.66,Above,28.75,29754.7,0.3385,Bear,Hold,0
3645,2022-05-27,2022,05,May,Friday,JPM,JPMorgan Chase,Financials,Large Cap,189.95,190.16,186.6,186.76,4836656,187.9,3.56,-1.681,1.1,49.8,186.97,181.0,Below,42.18,1515.86,0,Bear,Strong Sell,0
3646,2022-05-27,2022,05,May,Friday,BAC,Bank of America,Financials,Large Cap,37.63,37.71,37.45,37.67,4029014,37.63,0.26,0.0999,1.1,51.84,38.01,38.68,Below,15.97,245.55,2.0324,Bear,Hold,1
3647,2022-05-27,2022,05,May,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,111.72,112.6,109.91,110.23,5790763,110.78,2.69,-1.3311,0.9,45.07,110.51,115.43,Below,31.94,957.51,1.5083,Bear,Sell,0
3648,2022-05-27,2022,05,May,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,260.52,260.89,257.83,259.4,4591491,259.82,3.06,-0.4317,0.7,50.1,258.59,260.21,Above,11.73,1184.98,1.1562,Bear,Sell,0
3649,2022-05-27,2022,05,May,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.91,48.94,48.45,48.6,5917287,48.61,0.49,-0.644,0.7,49.84,47.23,49.71,Above,39.05,369.68,0.5896,Bear,Sell,0
3650,2022-05-27,2022,05,May,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,146.19,146.21,144.01,144.67,3342768,145.02,2.2,-1.0427,0.6,58.67,144.48,143.27,Above,27.37,1123.15,1.1784,Bear,Sell,0
3651,2022-05-30,2022,05,May,Monday,AAPL,Apple Inc.,Technology,Large Cap,188.91,191.09,188.62,190.55,808710,189.89,2.47,0.8673,1.3,50.14,193.23,189.36,Below,23.68,1306.95,0.6131,Bear,Buy,1
3652,2022-05-30,2022,05,May,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,314.06,318.77,313.74,318.75,6992892,316.52,5.03,1.4925,1.3,48.99,319.67,308.48,Below,17.67,2428.3,0.2979,Bear,Buy,1
3653,2022-05-30,2022,05,May,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,6956.39,7229.48,6929.84,7177.67,8966030,7112.02,299.64,3.181,1.3,60.11,7331.06,7273.84,Below,27.42,60014.32,0.1781,Bear,Strong Buy,1
3654,2022-05-30,2022,05,May,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3086.81,3111.95,3076.21,3111.87,4459785,3094.03,35.74,0.8118,1.2,48.09,3113.42,3079.03,Below,24.03,28477.95,0.6254,Bear,Buy,1
3655,2022-05-30,2022,05,May,Monday,JPM,JPMorgan Chase,Financials,Large Cap,186.76,188.84,186.47,188.69,8717346,188.13,2.37,1.0327,1.1,56.16,189.83,186.55,Below,16.93,1727.51,1.398,Bear,Buy,1
3656,2022-05-30,2022,05,May,Monday,BAC,Bank of America,Financials,Large Cap,37.67,38.04,37.61,38.0,9679190,37.91,0.43,0.8754,1.1,55.16,37.44,37.67,Above,20.75,285.76,2.0114,Bear,Buy,1
3657,2022-05-30,2022,05,May,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,110.23,111.78,110.01,111.58,7917236,111.27,1.77,1.2279,0.9,57.04,112.58,111.09,Below,31.87,696.24,0.0582,Bear,Buy,1
3658,2022-05-30,2022,05,May,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,259.4,259.84,258.1,258.88,8137505,259.2,1.74,-0.2022,0.7,48.21,264.18,267.66,Below,31.18,2113.3,1.3021,Bear,Hold,0
3659,2022-05-30,2022,05,May,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.6,48.62,48.55,48.6,5028172,48.59,0.07,-0.0098,0.7,45.21,48.28,47.11,Above,16.91,364.12,1.7972,Bear,Hold,0
3660,2022-05-30,2022,05,May,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,144.67,145.15,143.39,144.49,5576199,144.71,1.76,-0.1215,0.6,48.05,145.29,142.59,Below,27.97,1551.52,3.0956,Bear,Hold,0
3661,2022-05-31,2022,05,May,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,190.55,195.73,190.21,195.06,7197580,193.77,5.52,2.3656,1.3,60.53,193.14,202.09,Above,30.84,1455.92,0.6739,Bear,Strong Buy,1
3662,2022-05-31,2022,05,May,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,318.75,324.55,318.07,324.29,6590428,322.8,6.48,1.7366,1.3,46.46,328.92,311.21,Below,37.82,3665.12,0.3685,Bear,Strong Buy,1
3663,2022-05-31,2022,05,May,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,7177.67,7332.63,7155.87,7318.04,4712450,7263.26,176.76,1.9556,1.3,53.95,7386.82,7628.05,Below,29.39,63301.91,1.3307,Bear,Strong Buy,1
3664,2022-05-31,2022,05,May,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3111.87,3201.15,3110.33,3197.84,7714476,3172.01,90.82,2.7626,1.2,60.9,3123.17,3194.42,Above,34.99,26634.92,0.6329,Bear,Strong Buy,1
3665,2022-05-31,2022,05,May,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,188.69,192.92,188.19,192.4,7275614,191.26,4.73,1.9663,1.1,48.72,191.89,191.88,Above,32.55,2030.55,1.1963,Bear,Strong Buy,1
3666,2022-05-31,2022,05,May,Tuesday,BAC,Bank of America,Financials,Large Cap,38.0,38.78,37.7,38.66,2068029,38.4,1.08,1.7301,1.1,51.69,38.47,37.14,Above,32.56,291.71,1.4487,Bear,Strong Buy,1
3667,2022-05-31,2022,05,May,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,111.58,112.07,111.06,111.25,5424746,111.21,1.01,-0.2995,0.9,52.54,111.4,113.95,Below,25.11,759.45,2.3839,Bear,Hold,0
3668,2022-05-31,2022,05,May,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,258.88,259.29,257.59,257.74,5376377,257.79,1.7,-0.4411,0.7,43.25,257.84,256.1,Below,28.97,2024.13,2.5455,Bear,Sell,0
3669,2022-05-31,2022,05,May,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.6,49.21,48.3,49.02,3187702,48.86,0.91,0.86,0.7,53.89,48.46,50.03,Above,29.45,414.35,1.8778,Bear,Buy,1
3670,2022-05-31,2022,05,May,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,144.49,145.02,142.8,144.48,3455916,144.08,2.22,-0.0054,0.6,42.54,142.96,148.18,Above,24.53,847.8,2.0603,Bear,Hold,0
3671,2022-06-01,2022,06,June,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,195.06,195.52,192.65,192.69,5716540,193.88,2.87,-1.2137,1.3,36.39,193.86,192.43,Below,30.65,1580.26,0.5562,Bear,Sell,0
3672,2022-06-01,2022,06,June,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,324.29,324.56,315.45,316.65,5780722,319.12,9.11,-2.3565,1.3,44.69,309.23,313.45,Above,12.15,3309.53,0.9323,Bear,Strong Sell,0
3673,2022-06-01,2022,06,June,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,7318.04,7423.57,7312.48,7396.13,6050841,7374.59,111.09,1.067,1.3,59.51,7225.25,7762.67,Above,27.48,58308.04,0.056,Bear,Buy,1
3674,2022-06-01,2022,06,June,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3197.84,3218.06,3100.13,3102.6,5197787,3143.13,117.93,-2.9782,1.2,46.25,3094.6,3138.91,Above,22.86,22403.87,0.5516,Bear,Strong Sell,0
3675,2022-06-01,2022,06,June,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,192.4,193.19,188.56,190.13,7881699,190.44,4.63,-1.1801,1.1,42.34,192.19,188.78,Below,34.1,1641.78,1.4248,Bear,Sell,0
3676,2022-06-01,2022,06,June,Wednesday,BAC,Bank of America,Financials,Large Cap,38.66,38.68,38.62,38.67,5823631,38.62,0.06,0.0344,1.1,47.84,38.77,39.62,Below,28.08,336.68,2.1598,Bear,Hold,1
3677,2022-06-01,2022,06,June,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,111.25,112.08,108.62,108.81,8658026,109.91,3.46,-2.1944,0.9,51.05,107.81,109.35,Above,25.74,906.45,0.9009,Bear,Strong Sell,0
3678,2022-06-01,2022,06,June,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,257.74,258.64,254.33,254.74,5257593,255.8,4.31,-1.1655,0.7,46.74,265.28,250.27,Below,20.11,1575.21,1.1895,Bear,Sell,0
3679,2022-06-01,2022,06,June,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,49.02,49.09,48.0,48.1,5136151,48.44,1.09,-1.8794,0.7,37.63,46.95,46.34,Above,42.61,411.29,1.6639,Bear,Strong Sell,0
3680,2022-06-01,2022,06,June,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,144.48,144.88,138.97,139.6,3522699,140.84,5.91,-3.3777,0.6,37.67,140.01,141.92,Below,12.1,1277.23,1.2686,Bear,Strong Sell,0
3681,2022-06-02,2022,06,June,Thursday,AAPL,Apple Inc.,Technology,Large Cap,192.69,195.22,192.38,194.39,5313675,194.24,2.84,0.8807,1.3,50.76,195.79,199.37,Below,18.96,1643.94,0.451,Bear,Buy,1
3682,2022-06-02,2022,06,June,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,316.65,318.31,310.69,313.69,5436563,314.24,7.62,-0.9354,1.3,61.59,319.74,311.43,Below,30.04,2947.53,0.8933,Bear,Sell,0
3683,2022-06-02,2022,06,June,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,7396.13,7422.69,7364.68,7388.32,5670309,7394.72,58.01,-0.1056,1.3,47.16,7471.34,7458.02,Below,19.72,37552.46,0.3936,Bear,Hold,0
3684,2022-06-02,2022,06,June,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3102.6,3112.65,3073.81,3081.69,5409125,3094.94,38.84,-0.6739,1.2,43.43,3035.85,3061.3,Above,26.99,22645.74,0.5121,Bear,Sell,0
3685,2022-06-02,2022,06,June,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,190.13,190.85,187.51,188.64,2627762,188.94,3.34,-0.7817,1.1,51.53,193.76,191.59,Below,12.2,1915.21,0.4456,Bear,Sell,0
3686,2022-06-02,2022,06,June,Thursday,BAC,Bank of America,Financials,Large Cap,38.67,38.69,38.45,38.55,5602141,38.62,0.24,-0.3152,1.1,49.75,38.58,38.86,Below,15.94,281.51,2.7998,Bear,Sell,0
3687,2022-06-02,2022,06,June,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,108.81,109.17,108.44,108.85,4339220,108.85,0.73,0.04,0.9,49.43,108.29,109.77,Above,21.93,896.75,1.5139,Bear,Hold,1
3688,2022-06-02,2022,06,June,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,254.74,254.77,251.75,253.08,5888981,253.41,3.02,-0.6519,0.7,47.48,255.84,250.22,Below,30.94,1905.25,2.127,Bear,Sell,0
3689,2022-06-02,2022,06,June,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.1,48.2,47.44,47.45,4932931,47.75,0.76,-1.3484,0.7,47.65,46.68,46.49,Above,22.8,460.86,2.3201,Bear,Sell,0
3690,2022-06-02,2022,06,June,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,139.6,140.29,137.26,137.71,7104152,138.27,3.03,-1.3511,0.6,41.69,136.51,138.2,Above,15.63,1337.14,1.6861,Bear,Sell,0
3691,2022-06-03,2022,06,June,Friday,AAPL,Apple Inc.,Technology,Large Cap,194.39,200.54,193.54,198.54,5387430,197.83,7.0,2.1345,1.3,58.4,197.74,197.03,Above,23.85,1514.32,0.0707,Bear,Strong Buy,1
3692,2022-06-03,2022,06,June,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,313.69,323.27,310.57,321.84,7617093,318.44,12.7,2.5977,1.3,56.09,318.03,330.54,Above,26.15,1630.74,0.432,Bear,Strong Buy,1
3693,2022-06-03,2022,06,June,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,7388.32,7599.95,7359.22,7567.77,6133495,7507.91,240.73,2.4289,1.3,55.29,7486.9,7418.58,Above,38.3,52036.65,0.2234,Bear,Strong Buy,1
3694,2022-06-03,2022,06,June,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3081.69,3095.03,3081.42,3093.54,4770651,3088.2,13.61,0.3844,1.2,51.79,3170.51,2976.95,Below,29.65,25514.6,0.7218,Bear,Buy,1
3695,2022-06-03,2022,06,June,Friday,JPM,JPMorgan Chase,Financials,Large Cap,188.64,192.71,186.44,192.56,8741443,190.6,6.27,2.0798,1.1,58.09,190.14,198.53,Above,21.91,1030.42,1.4989,Bear,Strong Buy,1
3696,2022-06-03,2022,06,June,Friday,BAC,Bank of America,Financials,Large Cap,38.55,38.87,38.5,38.82,7137910,38.73,0.37,0.7042,1.1,54.84,38.66,38.12,Above,27.07,192.82,1.099,Bear,Buy,1
3697,2022-06-03,2022,06,June,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,108.85,110.75,108.72,110.03,6791492,110.08,2.03,1.0863,0.9,50.67,110.49,107.28,Below,19.12,1215.22,1.7909,Bear,Buy,1
3698,2022-06-03,2022,06,June,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,253.08,255.99,252.49,255.15,3283602,254.47,3.5,0.8179,0.7,49.46,256.72,254.34,Below,23.82,1511.15,1.1748,Bear,Buy,1
3699,2022-06-03,2022,06,June,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,47.45,48.27,47.39,48.17,5600694,47.92,0.88,1.5193,0.7,61.64,47.01,48.49,Above,31.28,338.48,1.5915,Bear,Strong Buy,1
3700,2022-06-03,2022,06,June,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,137.71,138.75,137.68,138.58,3638681,138.04,1.07,0.6327,0.6,56.65,137.09,134.39,Above,15.82,1028.17,0.9283,Bear,Buy,1
3701,2022-06-06,2022,06,June,Monday,AAPL,Apple Inc.,Technology,Large Cap,198.54,201.05,197.65,200.66,5827391,199.85,3.4,1.0687,1.3,55.34,205.1,212.27,Below,29.01,1402.87,0.4412,Bear,Buy,1
3702,2022-06-06,2022,06,June,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,321.84,332.17,320.38,329.83,7378882,327.31,11.79,2.4817,1.3,51.85,333.84,346.69,Below,25.88,1980.69,0.6489,Bear,Strong Buy,1
3703,2022-06-06,2022,06,June,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,7567.77,7859.97,7566.57,7831.47,6645777,7752.16,293.4,3.4846,1.3,65.34,7745.88,7820.02,Above,18.57,66331.99,0.5797,Bear,Strong Buy,1
3704,2022-06-06,2022,06,June,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3093.54,3147.19,3076.15,3134.59,4338149,3120.85,71.04,1.3271,1.2,61.23,3063.09,3213.27,Above,26.68,28363.1,0.4403,Bear,Buy,1
3705,2022-06-06,2022,06,June,Monday,JPM,JPMorgan Chase,Financials,Large Cap,192.56,192.91,191.97,192.27,2734145,192.41,0.94,-0.1498,1.1,43.58,190.95,185.54,Above,37.91,1438.37,1.0689,Bear,Hold,0
3706,2022-06-06,2022,06,June,Monday,BAC,Bank of America,Financials,Large Cap,38.82,39.36,38.73,39.18,5682748,39.1,0.63,0.9321,1.1,58.29,38.46,39.96,Above,25.24,364.13,2.2767,Bear,Buy,1
3707,2022-06-06,2022,06,June,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,110.03,111.07,109.97,110.62,6308670,110.66,1.1,0.5372,0.9,50.92,110.46,113.9,Above,39.93,804.73,0.5951,Bear,Buy,1
3708,2022-06-06,2022,06,June,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,255.15,260.27,253.82,259.86,6369705,257.71,6.45,1.8449,0.7,58.61,262.01,266.75,Below,25.46,2613.02,1.7067,Bear,Strong Buy,1
3709,2022-06-06,2022,06,June,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.17,49.51,47.93,49.38,6786859,49.02,1.58,2.5188,0.7,63.51,49.72,51.14,Below,41.81,427.65,2.2979,Bear,Strong Buy,1
3710,2022-06-06,2022,06,June,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,138.58,140.42,138.12,140.35,6343755,139.54,2.3,1.2781,0.6,51.75,140.77,135.72,Below,24.22,967.07,1.9842,Bear,Buy,1
3711,2022-06-07,2022,06,June,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,200.66,201.09,196.99,197.31,4168893,198.52,4.1,-1.6677,1.3,43.37,191.66,201.61,Above,31.83,1128.67,1.0129,Bear,Strong Sell,0
3712,2022-06-07,2022,06,June,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,329.83,339.58,328.64,339.03,5731487,335.71,10.94,2.7885,1.3,53.98,336.72,342.5,Above,25.78,2653.73,0.3846,Bear,Strong Buy,1
3713,2022-06-07,2022,06,June,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,7831.47,7976.88,7805.29,7923.2,5593356,7919.8,171.59,1.1713,1.3,62.38,7944.67,7882.08,Below,12.54,55808.73,0.7622,Bear,Buy,1
3714,2022-06-07,2022,06,June,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3134.59,3164.74,3124.1,3160.74,6591050,3155.19,40.64,0.8342,1.2,39.44,3125.14,3133.81,Above,26.37,32940.5,0.2596,Bear,Buy,1
3715,2022-06-07,2022,06,June,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,192.27,194.18,192.1,193.56,5265788,193.0,2.08,0.6726,1.1,56.26,190.34,189.05,Above,23.54,1642.1,1.563,Bear,Buy,1
3716,2022-06-07,2022,06,June,Tuesday,BAC,Bank of America,Financials,Large Cap,39.18,39.7,39.14,39.67,4410499,39.54,0.56,1.2583,1.1,58.38,39.95,38.31,Below,21.53,376.87,1.2841,Bear,Buy,1
3717,2022-06-07,2022,06,June,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,110.62,111.45,110.6,111.31,7931053,111.18,0.85,0.6226,0.9,47.36,114.16,114.14,Below,24.21,1007.45,0.5888,Bear,Buy,1
3718,2022-06-07,2022,06,June,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,259.86,261.23,259.83,259.96,2898023,260.19,1.4,0.0387,0.7,49.36,263.46,260.22,Below,28.11,2963.22,1.189,Bear,Hold,1
3719,2022-06-07,2022,06,June,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,49.38,49.41,48.31,48.47,6484112,48.81,1.1,-1.8344,0.7,36.9,48.84,50.04,Below,27.21,386.43,1.9301,Bear,Strong Sell,0
3720,2022-06-07,2022,06,June,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,140.35,141.66,140.34,141.13,6340536,140.91,1.32,0.5534,0.6,54.0,141.54,136.91,Below,26.25,853.18,0.5472,Bear,Buy,1
3721,2022-06-08,2022,06,June,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,197.31,198.03,193.19,193.53,6072520,194.93,4.84,-1.9169,1.3,45.04,198.14,194.27,Below,29.59,1494.79,0.7057,Bear,Strong Sell,0
3722,2022-06-08,2022,06,June,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,339.03,343.14,338.12,338.17,4746027,339.87,5.02,-0.2549,1.3,52.98,334.33,331.76,Above,32.86,2303.39,0.9854,Bear,Hold,0
3723,2022-06-08,2022,06,June,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,7923.2,7949.47,7782.13,7838.44,7241629,7857.45,167.34,-1.0698,1.3,50.96,7709.02,7473.83,Above,15.08,76469.27,0.5068,Bear,Sell,0
3724,2022-06-08,2022,06,June,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3160.74,3175.5,3113.87,3119.89,4833151,3137.86,61.63,-1.2925,1.2,47.38,3110.49,3164.28,Above,17.47,25771.72,0.428,Bear,Sell,0
3725,2022-06-08,2022,06,June,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,193.56,195.17,193.13,193.61,3664056,194.09,2.04,0.0236,1.1,46.32,196.08,190.3,Below,24.26,1615.38,1.7471,Bear,Hold,1
3726,2022-06-08,2022,06,June,Wednesday,BAC,Bank of America,Financials,Large Cap,39.67,40.26,39.41,40.24,5799815,40.01,0.85,1.4353,1.1,54.4,41.42,41.01,Below,34.12,317.91,0.3908,Bear,Buy,1
3727,2022-06-08,2022,06,June,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,111.31,111.66,110.05,110.15,7125533,110.66,1.61,-1.0462,0.9,48.35,107.46,114.8,Above,18.45,507.73,2.6794,Bear,Sell,0
3728,2022-06-08,2022,06,June,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,259.96,260.3,256.18,257.81,9293874,257.85,4.12,-0.8264,0.7,49.38,258.59,254.17,Below,22.98,2424.22,0.4962,Bear,Sell,0
3729,2022-06-08,2022,06,June,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,48.47,48.54,47.62,47.66,6515373,48.02,0.92,-1.6673,0.7,52.32,46.86,49.83,Above,8.85,350.98,2.1342,Bear,Strong Sell,0
3730,2022-06-08,2022,06,June,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,141.13,141.56,140.56,140.68,3670723,141.02,1.0,-0.3157,0.6,57.09,140.87,141.34,Below,30.55,1526.73,0.0975,Bear,Sell,0
3731,2022-06-09,2022,06,June,Thursday,AAPL,Apple Inc.,Technology,Large Cap,193.53,194.65,190.12,191.09,4969958,191.91,4.53,-1.2607,1.3,47.34,189.49,182.09,Above,23.16,1097.73,0,Bear,Sell,0
3732,2022-06-09,2022,06,June,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,338.17,338.54,335.5,335.54,7187082,336.83,3.04,-0.7784,1.3,52.61,348.82,345.02,Below,21.27,2669.26,0.6412,Bear,Sell,0
3733,2022-06-09,2022,06,June,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,7838.44,7867.98,7764.46,7818.34,3394820,7824.12,103.52,-0.2564,1.3,44.11,7864.16,7732.76,Below,24.48,46529.69,0.7949,Bear,Hold,0
3734,2022-06-09,2022,06,June,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3119.89,3123.86,3060.14,3069.62,6428914,3084.13,63.72,-1.6113,1.2,49.75,3139.31,3046.54,Below,40.39,20683.7,1.0067,Bear,Strong Sell,0
3735,2022-06-09,2022,06,June,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,193.61,194.26,189.55,190.31,4887142,191.27,4.71,-1.7022,1.1,49.03,193.17,183.9,Below,6.19,1585.45,2.5709,Bear,Strong Sell,0
3736,2022-06-09,2022,06,June,Thursday,BAC,Bank of America,Financials,Large Cap,40.24,40.4,40.19,40.26,7704029,40.2,0.21,0.0459,1.1,48.31,40.34,40.06,Below,21.51,333.62,0.8631,Bear,Hold,1
3737,2022-06-09,2022,06,June,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,110.15,110.66,109.38,109.81,5314942,109.85,1.28,-0.3128,0.9,49.46,107.59,107.78,Above,26.25,960.97,2.108,Bear,Sell,0
3738,2022-06-09,2022,06,June,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,257.81,258.76,255.58,256.28,3219918,256.94,3.18,-0.5944,0.7,43.83,256.89,238.98,Below,31.79,2084.71,1.3156,Bear,Sell,0
3739,2022-06-09,2022,06,June,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,47.66,47.77,46.91,47.12,2255401,47.2,0.86,-1.1301,0.7,44.95,46.54,44.77,Above,30.27,531.28,0.7339,Bear,Sell,0
3740,2022-06-09,2022,06,June,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,140.68,141.17,139.71,140.01,5094303,140.37,1.46,-0.4763,0.6,46.33,138.16,139.47,Above,34.98,896.77,1.9238,Bear,Sell,0
3741,2022-06-10,2022,06,June,Friday,AAPL,Apple Inc.,Technology,Large Cap,191.09,193.46,190.42,192.81,3747880,192.26,3.04,0.8997,1.3,50.84,192.35,195.17,Above,23.84,1452.39,0.2517,Bear,Buy,1
3742,2022-06-10,2022,06,June,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,335.54,345.18,334.22,344.65,4528236,341.12,10.96,2.7163,1.3,50.0,344.38,351.6,Above,16.52,2905.12,0.3447,Bear,Strong Buy,1
3743,2022-06-10,2022,06,June,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,7818.34,7952.65,7782.95,7947.26,5297334,7895.76,169.7,1.6489,1.3,52.15,8061.58,7798.78,Below,16.85,62895.7,0.5993,Bear,Strong Buy,1
3744,2022-06-10,2022,06,June,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3069.62,3095.8,3056.87,3090.9,3903191,3083.94,38.93,0.6931,1.2,50.04,3141.45,3094.76,Below,30.02,29894.96,0.6595,Bear,Buy,1
3745,2022-06-10,2022,06,June,Friday,JPM,JPMorgan Chase,Financials,Large Cap,190.31,192.43,189.35,190.83,4548160,190.81,3.08,0.2754,1.1,56.1,188.75,187.26,Above,17.11,1518.36,1.5029,Bear,Hold,1
